time,open,high,low,close,Volume,Volume MA,Green Line,Red RSI,LSMA,Energy,Pressure,K,D
1608693120,53.815,54.556,53.035,53.159,2997.363,4471.1312000000235,62.03924930488002,87.28471744778905,80.66375563270324,24.569646812020036,82.28471744778905,NaN,NaN
1608698880,53.179,53.762,51.5,51.651,4061.838,4563.433350000023,30.67090160136108,77.9311249632818,77.95028665939638,-9.975399955910706,NaN,NaN,NaN
1608704640,51.59,53.076,51.167,52.63,8210.45,4679.065700000023,26.636683673150475,66.03165664535611,73.84128749553466,-19.382672950160988,NaN,NaN,NaN
1608710400,52.629,53.663,51.477,51.89,2534.985,4531.664650000023,31.44673789634786,54.69334699292867,70.14477230130625,-7.937945571661302,NaN,NaN,NaN
1608716160,51.955,52.799,48.55,48.605,10654.825,4920.390900000023,15.113005577902513,40.65216590270594,66.08293067311962,-4.508133110634077,NaN,NaN,NaN
1608721920,48.605,51.442,48.05,51.035,13236.238,5491.360200000023,30.664115104894012,32.76178219308934,63.94152806556482,20.648266356487635,NaN,NaN,NaN
1608727680,51.034,51.414,50.021,51.249,4274.262,5479.806100000023,41.626191570533514,29.359605904031593,64.81894860238138,47.59071884474574,NaN,NaN,NaN
1608733440,51.177,51.706,50.076,50.387,3305.959,5347.528500000024,47.52609135458823,32.16880419623612,64.79699575291119,64.15264658072499,NaN,NaN,NaN
1608739200,50.388,51.743,49.757,51.439,5958.906,5147.050100000024,50.0255349819063,36.06694608102875,63.30857416369802,71.03491219124004,NaN,NaN,NaN
1608744960,51.427,51.532,50.78,50.973,1642.683,4955.3439000000235,51.494584088285414,39.408253779685005,61.260730652698584,72.60378640422043,NaN,NaN,NaN
1608750720,50.976,51.53,49.3,49.3,4847.177,4906.913650000023,34.454617415061605,42.63185575254485,56.861495356899376,53.12465486462697,NaN,NaN,NaN
1608756480,49.273,49.517,43.986,44.003,14648.172,5469.8983000000235,2.8838043311965103,38.001803956928605,49.455646337261285,16.44432780658139,NaN,NaN,NaN
1608762240,44.122,48.864,43.383,47.443,18761.967,6232.6937000000235,20.771257208301673,34.5259815632233,45.543761875978966,19.46743954836907,NaN,NaN,NaN
1608768000,47.596,47.948,45.964,47.477,13190.353,6779.939850000024,33.41424692845464,32.174007492201035,43.79615098129472,35.97395921043814,NaN,NaN,NaN
1608773760,47.593,50,46.626,47,7261.62,6956.702000000024,52.189190488250595,32.53461674325842,42.94032451516883,62.64155335021125,NaN,NaN,NaN
1608779520,46.961,48.225,46.347,47.94,4195.071,6989.508900000024,45.52976681796482,31.540480531538318,40.29992067018567,70.31006296153213,NaN,NaN,NaN
1608785280,48.019,48.52,47.369,47.384,2435.818,6863.313200000024,45.84232063516648,33.438431068222464,38.65125899462133,72.55892104771007,NaN,NaN,NaN
1608791040,47.35,48.16,46.395,48.145,5858.49,6921.6357000000235,27.88547482390676,37.60537615034084,35.80699511733475,51.55955919742095,NaN,NaN,NaN
1608796800,48.058,48.983,47.792,48.583,3176.352,6847.705550000025,50.65124079637088,42.58537341501904,35.13908358786968,58.84564698006231,NaN,NaN,NaN
1608802560,48.509,49.029,47.225,47.448,3423.575,6733.805200000026,36.02569158287464,43.02061419075571,31.701787249636062,47.42790088215009,NaN,NaN,NaN
1608808320,47.398,49.328,47.384,47.932,3449.845,6756.429300000025,54.92767315821707,43.47702796908345,29.78281935743334,60.164595630208666,NaN,NaN,NaN
1608814080,47.894,52.83,47.7,50.537,26771.426,7891.9087000000245,80.91408797811401,49.37441482910831,32.2820067745095,86.62197096411003,NaN,NaN,NaN
1608819840,50.571,50.936,50.213,50.738,3067.608,7634.7666000000245,89.27556402737184,56.61328872780921,36.498488548734706,100.97326078161765,NaN,NaN,NaN
1608825600,50.738,52.422,50.5,52.314,5786.818,7797.358250000025,94.73241214543197,67.75444494806341,42.63120801602247,102.46459758817738,NaN,NaN,NaN
1608831360,52.366,53.09,51.888,52.858,1761.236,7352.678800000025,97.81443435952279,75.61497720858873,49.38361596585355,98.43175594502276,NaN,NaN,NaN
1608837120,52.858,52.91,52.217,52.643,904.031,6736.068450000023,93.9283965319343,85.265428033432,55.137157965437005,82.87884647101367,80.265428033432,NaN,NaN
1608842880,52.648,52.999,52.178,52.298,3565.504,6700.6305500000235,70.25173561349737,87.81943844264538,58.38114920351654,48.87172040635883,82.81943844264538,NaN,NaN
1608848640,52.17,52.958,51.979,52.304,3189.452,6694.8052000000225,56.99027713655956,83.83213663571965,60.48972179489645,22.59400070401933,78.83213663571965,NaN,NaN
1608854400,52.38,52.392,51.201,51.621,2927.777,6543.2487500000225,40.348020799395265,75.67754609772355,61.4844660004053,0.9674750536813796,NaN,NaN,NaN
1608860160,51.668,51.668,50.635,50.751,1032.774,6512.753300000023,30.371235093707,64.95068325576939,61.706750532585374,-9.095710635221701,NaN,NaN,NaN
1608865920,50.727,51.678,50.578,51.636,2456.236,6393.206250000023,46.61828492774802,56.41799168380694,64.25296612512719,10.652437926330231,NaN,NaN,NaN
1608871680,51.637,52.288,48.399,48.801,8463.24,6083.959650000023,26.831640807407577,45.23519906305248,63.40334000369871,11.922660707520215,NaN,NaN,NaN
1608877440,48.801,50.166,48.691,49.735,5567.769,5424.249750000023,19.964592574344046,36.85400855652693,61.02716794491806,14.071914371577225,NaN,NaN,NaN
1608883200,49.764,50.65,49.708,50.403,5309.22,5030.193100000023,34.84360347524164,33.16289627964061,58.70487123222075,33.71666438138965,NaN,NaN,NaN
1608888960,50.405,51.55,50.405,51.065,3361.453,4835.184750000023,56.07978341933816,35.78485671629776,58.64058974532931,62.15325889373523,NaN,NaN,NaN
1608894720,51.054,53,50.996,51.171,8585.21,5054.691700000023,77.84384269150026,43.69695798259664,61.30649428925834,90.22351415577123,NaN,NaN,NaN
1608900480,51.209,51.445,50.112,50.386,4195.352,5142.668400000023,56.305093567899746,45.3114260892886,60.1179562656096,81.10542455649676,NaN,NaN,NaN
1608906240,50.385,50.508,48.969,49.049,5226.249,5111.056350000023,36.074775096579216,46.851948470817206,57.25347181530853,54.77553890401039,NaN,NaN,NaN
1608912000,49.147,50.143,48.22,48.473,5186.902,5211.583850000023,13.538288290538622,45.78089775684963,52.354362127527324,20.145159985694185,NaN,NaN,NaN
1608917760,48.344,48.544,48,48.413,1648.492,5122.829700000023,8.496776514010351,41.38975992997775,47.382042517004614,2.1795965768796925,NaN,NaN,NaN
1608923520,48.422,49.083,48.391,49.005,1621.555,5031.415200000023,22.510599344103444,35.79489591743863,44.45979946428332,12.80550171510466,NaN,NaN,NaN
1608929280,49.082,49.363,48.893,49.071,813.134,3733.5006000000235,41.43634831207492,29.726980187534398,44.04389279869475,43.112118982092845,NaN,NaN,NaN
1608935040,49.049,50.519,48.998,50.066,1667.212,3663.480800000024,66.44842046436959,31.417534670279377,45.604532255657,81.58694528513664,NaN,NaN,NaN
1608940800,50.032,50.249,49.8,49.865,1142.829,3431.281350000024,70.86654015713582,37.216162180372145,45.537374931802546,99.44385061933198,NaN,NaN,NaN
1608946560,49.826,49.998,49.37,49.639,3167.76,3501.6075500000234,47.939647395910065,42.949722031267385,43.46632270929175,79.71185067430866,NaN,NaN,NaN
