time,open,high,low,close,Volume,Volume MA,Green Line,Red RSI,LSMA,Energy,Pressure,K,D
1606140000,0.7323,0.73258,0.72726,0.72845,26240,12392.05,22.526462179113576,58.91480558233305,70.3398161321358,15.245880024564705,NaN,NaN,NaN
1606145760,0.72845,0.72906,0.72654,0.72758,21214,12447.75,12.178721533376057,54.980924661118905,61.00197622024946,-10.179263115460497,NaN,NaN,NaN
1606151520,0.72758,0.7289599999999999,0.72755,0.72846,9329,12099.45,19.92041050321582,46.773833907593094,53.685720819639556,-6.943054962107523,NaN,NaN,NaN
1606157280,0.72846,0.72953,0.72776,0.72903,8229,11734.8,33.320555187452406,38.16906248720976,48.26498035697342,16.679965219188887,NaN,NaN,NaN
1606163040,0.72903,0.72911,0.72834,0.7286199999999999,5541,11336.45,43.130184425132285,31.31918556454478,45.42985433001491,45.15098147018195,NaN,NaN,NaN
1606168800,0.7286199999999999,0.73047,0.72831,0.7301799999999999,6139,10536.85,53.86913586026827,30.824244948093227,44.86783160738821,70.62038164726602,NaN,NaN,NaN
1606174560,0.7301799999999999,0.7316199999999999,0.72912,0.7316,14483,10579.05,66.68623278006329,38.18420671491818,46.20963928882307,88.81221688877812,NaN,NaN,NaN
1606180320,0.7316,0.7316,0.73011,0.73141,16005,10947.9,78.62408250419098,49.25843354338733,47.19455514374705,98.77175740519272,NaN,NaN,NaN
1606186080,0.73141,0.73205,0.73094,0.7312299999999999,11401,11122.3,83.2497188440669,59.81331826686252,48.93140244720818,97.82227927980074,NaN,NaN,NaN
1606191840,0.7312299999999999,0.73216,0.7311,0.73187,11685,11330.9,86.76965665888387,68.72150184543443,51.41534376626325,91.95929445334981,NaN,NaN,NaN
1606197600,0.73187,0.73287,0.73186,0.7326199999999999,10207,11514.2,91.27986013237908,76.74644779664223,55.2427286594159,85.51305956241177,NaN,NaN,NaN
1606203360,0.7326199999999999,0.73656,0.73178,0.73605,19388,12016.8,97.5878998441997,84.0329084606308,60.26856925150149,81.31152116477479,79.0329084606308,NaN,NaN
1606209120,0.73605,0.73675,0.73465,0.7348399999999999,10957,12052.85,99.70583308069399,89.53617517740258,64.25029597112352,75.8254184856788,84.53617517740258,NaN,NaN
1606214880,0.7348399999999999,0.73541,0.73387,0.7341,10386,12144.05,79.08611520552675,89.6131806276252,65.83689362177873,52.38564382074095,84.6131806276252,NaN,NaN
1606220640,0.7341,0.73412,0.73246,0.73267,12462,12426.15,51.89001698832352,84.38656365166798,64.4497255678175,18.69627524702601,79.38656365166798,NaN,NaN
1606226400,0.73267,0.73354,0.7311,0.73283,19618,12931.75,33.93326701064114,75.5804987102942,62.23217123563628,-7.299094076140051,NaN,NaN,NaN
1606232160,0.73283,0.7357,0.73273,0.73476,14808,12963.95,58.04850371500663,70.04193930739878,63.33816326745472,9.357017369537829,NaN,NaN,NaN
1606237920,0.73476,0.7356199999999999,0.73433,0.73531,7480,12847.05,69.76631643983409,65.40500874000452,66.22233521464433,34.03981638459848,NaN,NaN,NaN
1606243680,0.73531,0.73572,0.73465,0.73565,6919,12705.1,87.33610655608148,63.3433876525691,70.17973237409771,66.01262709581161,NaN,NaN,NaN
1606249440,0.73565,0.73647,0.73554,0.73603,8351,12542.1,90.92611923459465,65.31672165741375,73.60269983315139,83.6157111250867,NaN,NaN,NaN
1606255200,0.73603,0.73652,0.7355,0.73651,7323,11596.25,91.70956273312099,71.95331261488,76.4748934476784,86.56410568078434,NaN,NaN,NaN
1606260960,0.73651,0.73736,0.73594,0.73639,11991,11135.1,93.17231296995618,81.8264869414325,78.75577647814029,79.62787886891584,76.8264869414325,NaN,NaN
1606266720,0.73639,0.73673,0.73529,0.73552,17215,11529.4,63.138268989899736,82.6747811539147,77.7717351166714,45.27742727044296,77.6747811539147,NaN,NaN
1606272480,0.73552,0.73614,0.7353,0.73574,16002,11918.05,50.80880992933785,79.51519673549865,76.56371674311653,18.93232682906068,NaN,NaN,NaN
1606278240,0.73574,0.73588,0.73341,0.73364,17365,12509.25,26.43246256423643,69.36458940352448,73.44924549510903,-8.465963424757707,NaN,NaN,NaN
1606284000,0.73364,0.73442,0.73251,0.73391,13914,12898,19.168043152481715,57.404910056505656,68.54964712705834,-17.469848616402793,NaN,NaN,NaN
1606289760,0.73391,0.73631,0.73389,0.73476,16182,12982.95,45.72369269416768,49.74059838334677,66.26370448889678,12.248170002619513,NaN,NaN,NaN
1606295520,0.73476,0.7352299999999999,0.73413,0.73464,10438,12704.6,44.406734668885,41.61300199983491,62.54320893595767,33.91781767035985,NaN,NaN,NaN
1606301280,0.73464,0.73465,0.73356,0.73433,9344,12601.75,39.75375658456583,37.71558326561259,60.30483361155208,43.99708215413317,NaN,NaN,NaN
1606307040,0.73433,0.73566,0.7342299999999999,0.7346,10006,12517.8,44.9118401046457,36.73275496149723,59.835648445673016,55.17762622021505,NaN,NaN,NaN
