time,open,high,low,close,Basis,Upper StdDev 1.0,Lower StdDev 1.0,Upper StdDev 1.618,Lower StdDev 1.618,Upper StdDev 2.618,Lower StdDev 2.618,Upper StdDev 3.618,Lower StdDev 3.618,Volume,Volume MA,Green Line,Red RSI,LSMA,Energy,Pressure,K,D
1502928000,4261.48,4485.39,3850,4086.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2843.431426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1503273600,4069.13,4371.68,3400,4316.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3446.983236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1503619200,4316.01,4453.91,4124.54,4386.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756.255009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1503964800,4353.65,4885.55,4313.55,4834.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2529.636967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1504310400,4796.16,4939.19,3603,4366.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4243.947564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1504656000,4366.49,4788.59,4028.93,4258.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3098.831699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1505001600,4258.81,4394.59,3760,3944.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3153.455204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1505347200,3944,3993,2817,3699.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5613.623197999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1505692800,3690,4123.2,3567,3609.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3654.9277439999996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1506038400,3592.84,3979.87,3505.55,3920.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2981.390319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1506384000,3928,4300,3850.05,4174.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3606.9938429999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1506729600,4175,4561.63,4138.1,4310,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3185.3974049999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1507075200,4314.9,4479.5,4110,4423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2451.730415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
