time,open,high,low,close,Volume,Volume MA,Green Line,Red RSI,LSMA,Energy,Pressure,K,D
1606687200,0.7383,0.73848,0.73824,0.73836,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606687560,0.73836,0.73886,0.73836,0.73886,77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606687920,0.73886,0.73907,0.7387,0.73891,46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606688280,0.73891,0.73892,0.73853,0.73855,46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606688640,0.73855,0.73885,0.73848,0.73883,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606689000,0.73883,0.73893,0.7386,0.73893,83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606689360,0.73893,0.73893,0.73878,0.73882,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606689720,0.73882,0.73885,0.7386199999999999,0.73868,108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606690080,0.73868,0.73881,0.7386699999999999,0.73879,38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606690440,0.73879,0.73894,0.73871,0.73873,214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606690800,0.73873,0.73943,0.73866,0.73943,628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606691160,0.73943,0.73943,0.7390599999999999,0.73909,342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606691520,0.73909,0.73948,0.73909,0.73925,388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606691880,0.73925,0.73977,0.7392299999999999,0.73975,527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606692240,0.73975,0.73994,0.73971,0.73994,542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606692600,0.73994,0.74037,0.73976,0.74029,1233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606692960,0.74029,0.74041,0.74016,0.74017,486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606693320,0.74017,0.74043,0.74017,0.74027,455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606693680,0.74027,0.74038,0.73988,0.73998,541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606694040,0.73998,0.74024,0.73995,0.74008,723,327.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606694400,0.74008,0.74032,0.7398899999999999,0.74013,881,370.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1606694760,0.74013,0.74017,0.73997,0.74007,899,411.4,66.46099635895939,NaN,NaN,NaN,NaN,NaN,NaN
1606695120,0.74007,0.7403,0.74004,0.74016,1003,459.25,73.70517131610451,NaN,NaN,NaN,NaN,NaN,NaN
1606695480,0.74016,0.74016,0.73955,0.7396,1709,542.4,37.86702156672467,NaN,NaN,NaN,NaN,NaN,NaN
1606695840,0.7396,0.73992,0.73951,0.7398399999999999,946,588.3,33.527371219842834,NaN,NaN,NaN,NaN,NaN,NaN
1606696200,0.7398399999999999,0.7398899999999999,0.73938,0.7396,1099,639.1,18.04837544094516,NaN,NaN,NaN,NaN,NaN,NaN
1606696560,0.7396,0.7396199999999999,0.73944,0.73951,714,673.8,13.4599591931038,40.51148251594673,NaN,NaN,NaN,NaN,NaN
1606696920,0.73951,0.73994,0.73943,0.73991,742,705.5,39.60589700995826,36.03563262444654,NaN,NaN,NaN,NaN,NaN
1606697280,0.73991,0.74039,0.7399,0.74039,1189,763.05,70.76886194655545,35.546247729521696,NaN,57.82757018646836,NaN,NaN,NaN
1606697640,0.74039,0.74043,0.74004,0.7402299999999999,1379,821.3,83.7569486654878,43.19456891264888,NaN,94.47616484607309,NaN,NaN,NaN
1606698000,0.7402299999999999,0.74076,0.7401,0.7406,1437,861.75,90.41522090185818,52.675877192984764,NaN,109.97742613190997,NaN,NaN,NaN
1606698360,0.7406,0.74066,0.74016,0.74018,1757,932.5,69.59788375819194,61.2674619125259,NaN,88.31913491162102,NaN,NaN,NaN
1606698720,0.74018,0.7402,0.73973,0.73981,1482,987.2,42.36227096269739,66.08451387412484,NaN,45.43732454438306,NaN,NaN,NaN
1606699080,0.73981,0.73998,0.73971,0.73987,1229,1022.3,26.719097228548588,63.93671391055656,NaN,10.501045590183558,NaN,NaN,NaN
1606699440,0.73987,0.74002,0.73983,0.73995,1052,1047.8,38.46604247920299,58.552910665997814,NaN,10.163654608296955,NaN,NaN,NaN
1606699800,0.73995,0.74019,0.73987,0.7398899999999999,1377,1055,53.80846726891917,53.56149709990304,NaN,30.32879747316461,NaN,NaN,NaN
1606700160,0.7398899999999999,0.74027,0.7398899999999999,0.7401,1083,1084.85,72.24820273079693,50.533660738059496,NaN,61.87894072931974,NaN,NaN,NaN
1606700520,0.7401,0.74021,0.74001,0.74003,1083,1116.25,63.00330181910999,49.434563748212504,NaN,69.50820843555735,NaN,NaN,NaN
1606700880,0.74003,0.74008,0.73965,0.73986,1431,1160.75,32.997516583581344,47.87377135169317,NaN,44.87784944966685,NaN,NaN,NaN
1606701240,0.73986,0.74033,0.73982,0.74029,944,1171.8,49.427693032262795,51.65853731897888,NaN,45.208080438117335,NaN,NaN,NaN
1606701600,0.74029,0.74031,0.73979,0.74001,1686,1212.05,42.65837686495514,52.35725971660423,NaN,37.90515736740957,NaN,NaN,NaN
1606701960,0.74001,0.74001,0.73963,0.73976,1272,1230.7,29.407335936793316,48.29040449458325,NaN,25.069510125914853,NaN,NaN,NaN
1606702320,0.73976,0.7398399999999999,0.73925,0.7392799999999999,1404,1250.75,9.151908487490445,37.77435545403217,NaN,8.912308096415703,NaN,NaN,NaN
1606702680,0.7392799999999999,0.73958,0.73915,0.73952,1093,1219.95,5.8247561732792805,28.244597846393717,NaN,7.036312375093415,NaN,NaN,NaN
1606703040,0.73952,0.73969,0.73931,0.73944,1051,1225.2,20.401560863191765,26.145271892995456,NaN,22.774445157743017,NaN,NaN,NaN
1606703400,0.73944,0.73969,0.7393,0.7396699999999999,1244,1232.45,40.08968592948966,24.588937375866596,NaN,51.88797113249458,NaN,NaN,NaN
1606703760,0.7396699999999999,0.7398399999999999,0.73956,0.73974,1063,1249.9,62.94738506460511,27.97043874247493,NaN,85.92093188837745,NaN,NaN,NaN
1606704120,0.73974,0.73976,0.73922,0.73922,1148,1270.2,37.45111763345567,29.311069025251992,NaN,76.1005145523924,NaN,NaN,NaN
1606704480,0.73922,0.73927,0.73907,0.73908,1011,1261.3,18.692369270986134,30.901145822501274,NaN,50.84148072468106,NaN,NaN,NaN
1606704840,0.73908,0.7392,0.73886,0.73907,1308,1257.75,5.044409851703207,30.771088102238593,NaN,24.694062111805145,NaN,NaN,NaN
1606705200,0.73907,0.73937,0.73898,0.73929,1442,1258,29.030688059820477,32.20927596834338,NaN,34.168443147379676,NaN,NaN,NaN
1606705560,0.73929,0.73936,0.73907,0.73907,1221,1231.2,27.84609037769219,30.168676709710468,NaN,39.761635241671556,NaN,NaN,NaN
1606705920,0.73907,0.7392799999999999,0.73907,0.73919,1043,1209.25,40.51222427678079,26.429483245073083,26.753218443110153,58.96355865254349,NaN,NaN,NaN
1606706280,0.73919,0.7392,0.7388399999999999,0.73887,1187,1207.15,19.78390263940552,23.484947412731387,25.623836097104295,50.78073455294588,NaN,NaN,NaN
1606706640,0.73887,0.73907,0.73851,0.73856,1243,1216.7,14.264323532956505,22.74693978972645,24.55383930230712,41.907751019703,NaN,NaN,NaN
1606707000,0.73856,0.73883,0.73856,0.73865,775,1186.6,3.5193234881414313,22.492758729132817,20.299616368867063,26.980440268860114,NaN,NaN,NaN
1606707360,0.73865,0.73882,0.73854,0.73873,552,1160.05,13.385380523660041,19.885207473106078,17.146522651385958,31.99039318498402,24.885207473106078,NaN,NaN
1606707720,0.73873,0.7388399999999999,0.73863,0.73883,988,1155.3,38.295634095914004,21.62679809280971,16.112680991550512,57.6640325955963,NaN,NaN,NaN
1606708080,0.73883,0.73892,0.7386199999999999,0.73883,763,1121.9,53.883824699239874,23.855398163219558,16.536976634491296,83.86044283381847,NaN,NaN,NaN
1606708440,0.73883,0.73893,0.73873,0.73873,377,1093.55,56.40988948353536,29.959729303907864,18.667117794190517,93.38038159653672,NaN,NaN,NaN
1606708800,0.73873,0.73878,0.73849,0.7384999999999999,774,1047.95,30.114162745988665,32.60136917274656,19.51190872855164,69.20298437151047,NaN,NaN,NaN
1606709160,0.7384999999999999,0.73859,0.73833,0.73853,1155,1042.1,12.533139723910624,34.10367187870809,19.301711990442264,38.030960030957765,NaN,NaN,NaN
1606709520,0.73853,0.73864,0.73848,0.73855,576,1000.7,23.504602646273867,35.79020889914373,21.2214330075106,31.72987376260902,NaN,NaN,NaN
1606709880,0.73855,0.73885,0.73848,0.73875,772,984.65,46.251526197088545,37.116190916006154,24.934365980501443,50.000272162386906,NaN,NaN,NaN
1606710240,0.73875,0.73881,0.7387,0.73876,452,954.7,68.04559293344121,39.476485621706374,29.678151330049502,78.56924339292829,NaN,NaN,NaN
1606710600,0.73876,0.73904,0.73876,0.73901,735,929.25,78.82903006743292,43.21300905235597,34.58497046804898,99.9006427115411,NaN,NaN,NaN
1606710960,0.73901,0.73935,0.73895,0.73918,765,914.35,87.65192900093327,52.802636761513405,40.98262677946789,109.79961359519041,NaN,NaN,NaN
1606711320,0.73918,0.73931,0.73912,0.7392799999999999,551,884.5,91.90836252374238,66.03184056148537,48.56758928488756,105.77632875985222,NaN,NaN,NaN
1606711680,0.7392799999999999,0.73944,0.73919,0.73934,995,883.7,94.66018814399195,77.89110481110504,57.41690140877925,94.65724771281302,NaN,NaN,NaN
1606712040,0.73934,0.73943,0.73903,0.73905,987,867.65,67.68975291777959,81.46414259788689,62.34300310544249,58.554234176299204,76.46414259788689,NaN,NaN
1606712400,0.73905,0.73919,0.73893,0.73901,1007,845.9,48.940564461801564,78.27997118594693,63.12999658469083,24.937710364004232,NaN,NaN,NaN
1606712760,0.73901,0.73907,0.73871,0.7388899999999999,1510,860.35,27.846981834261133,69.78296314708497,62.33644266552397,-4.467126130821725,NaN,NaN,NaN
1606713120,0.7388899999999999,0.73898,0.73854,0.73868,1198,868.1,19.16233048880113,58.36803006172962,60.206187354896585,-16.439262638339358,NaN,NaN,NaN
1606713480,0.73868,0.73879,0.7386199999999999,0.73874,821,849.8,15.51439066500789,45.635701418607205,56.945976702602906,-13.340942072768996,NaN,NaN,NaN
1606713840,0.73874,0.7388399999999999,0.7386199999999999,0.73882,689,822.1,28.029482914340274,34.530583880331925,53.99201707624914,11.828427997623852,NaN,NaN,NaN
1606714200,0.73882,0.73882,0.73857,0.73875,880,827.35,25.793710939279155,27.547910217248518,50.456083237625734,29.160014720842565,NaN,NaN,NaN
1606714560,0.73875,0.7388899999999999,0.73872,0.7388399999999999,616,830.55,48.685993140108366,27.50548166363298,50.44920521173216,60.760518836896665,NaN,NaN,NaN
