time,open,high,low,close,Basis,Upper StdDev 1.0,Lower StdDev 1.0,Upper StdDev 1.618,Lower StdDev 1.618,Upper StdDev 2.618,Lower StdDev 2.618,Upper StdDev 3.618,Lower StdDev 3.618,Volume,Volume MA,Green Line,Red RSI,LSMA,Energy,Pressure,K,D
1602547200,32.238,32.94,31.29,31.408,29.61255000000001,31.76051998291408,27.46458001708594,33.08796543235498,26.13713456764504,35.23593541526905,23.989164584730972,37.38390539818312,21.841194601816902,16196.617,20015.521850000026,89.56518382651713,63.90045459394287,54.38938556972839,83.08435057848894,NaN,NaN,NaN
1602593280,31.407,31.596,30,30.642,29.527100000000008,31.597004898781556,27.45719510121846,32.87620612622855,26.177993873771463,34.946111025010104,24.10808897498991,37.01601592379165,22.038184076208363,11364.856,20220.617000000027,68.90710462108126,64.00135561680074,56.6524881138719,71.44792429352499,NaN,NaN,NaN
1602633600,30.645,32.5,30.104,31.371,29.5422,31.624363264492096,27.460036735507906,32.91114016194821,26.173259838051788,34.993303426440306,24.091096573559692,37.0754666909324,22.008933309067597,27006.785,21014.128050000025,73.20890978709639,67.16846985863738,58.973925054661834,66.76440207522151,NaN,NaN,NaN
1602679680,31.377,32,28.925,31.167,29.500750000000004,31.54149196984833,27.460008030151677,32.80267050721459,26.198829492785414,34.84341247706292,24.158087522937087,36.88415444691124,22.117345553088764,24981.032,21978.028850000024,52.889858543730035,70.5246319606649,60.00288424149568,40.747427620675886,NaN,NaN,NaN
1602720000,30.978,31.12,28.983,29.653,29.391300000000008,31.361004269681125,27.42159573031889,32.578281508344055,26.20431849165596,34.54798577802517,24.234614221974844,36.51769004770629,22.264909952293724,17144.318,22340.847600000026,41.813387824177646,68.06976195937472,60.22251377223448,19.117339675140872,NaN,NaN,NaN
1602766080,29.614,30.031,29,29.437,29.276750000000003,31.172458122971506,27.3810418770285,32.344005742967894,26.209494257032112,34.23971386593939,24.313786134060614,36.13542198891089,22.41807801108911,11869.873,22561.198550000026,21.765831935753,58.0250460897259,59.478145845606235,-1.7005443164024605,NaN,NaN,NaN
1602806400,29.523,29.92,27.158,28.4,29.182550000000003,31.07266707243238,27.292432927567624,32.24075942319559,26.124340576804414,34.13087649562797,24.234223504372032,36.02099356806035,22.344106431939654,22523.082,22884.655350000026,13.061012528460871,45.27435087338319,56.4189951328053,-8.06361050312355,NaN,NaN,NaN
1602852480,28.58,28.79,27.855,28.034,29.201900000000006,31.078127808662945,27.325672191337066,32.23763659441664,26.16616340558337,34.11386440307958,24.289935596920426,35.99009221174253,22.413707788257486,8390.744,22400.148700000027,9.387708969603269,35.35445159813686,52.11409098412588,-4.99854788009537,NaN,NaN,NaN
1602892800,28.186,29.286,27.846,29.134,29.363100000000003,31.081426392161955,27.64477360783805,32.143352102518044,26.58284789748196,33.86167849468,24.86452150532001,35.58000488684195,23.146195113158054,9505.979,21058.60680000003,26.821710309962572,27.62325168528123,51.747324012948994,21.69918468463366,NaN,NaN,NaN
1602938880,29.152,29.721,28.842,29.373,29.507950000000005,31.09379414350858,27.92210585649143,32.07384582419687,26.942054175803136,33.65968996770545,25.356210032294562,35.24553411121402,23.77036588878599,10146.62,20083.63170000003,51.79429582691112,27.44065789914474,53.60311892088926,60.20323027008321,NaN,NaN,NaN
1602979200,29.354,31.198,29.053,30.886,29.824750000000005,30.9563095819489,28.69319041805111,31.655613403593318,27.993886596406693,32.78717298554221,26.8623270144578,33.918732567491105,25.730767432508905,16691.336,18966.07410000003,74.53037140666792,32.89348849622645,56.790588414517586,96.73849804548308,NaN,NaN,NaN
1603025280,30.973,31.749,30.316,31.055,29.989800000000002,31.045480377766005,28.934119622234,31.69789085122539,28.281709148774613,32.75357122899139,27.22602877100861,33.80925160675739,26.170348393242612,10772.483,17145.86745000003,82.50737368388813,43.01707878758231,59.6697092860902,112.85954391904737,NaN,NaN,NaN
1603065600,31.055,31.1,29.7,30.564,30.056100000000004,31.104093554369584,29.008106445630425,31.75175357096998,28.360446429030027,32.79974712533956,27.31245287466045,33.84774067970913,26.26445932029087,12267.369,16646.125550000033,65.09297497046572,51.68907252791646,60.553145236552794,94.83367440207294,NaN,NaN,NaN
1603111680,30.564,31.343,28.62,29.074,30.02275000000001,31.09066380153075,28.95483619846927,31.75063453087675,28.29486546912327,32.81854833240749,27.22695166759253,33.88646213393823,26.15903786606179,19170.021,16653.850400000032,40.39689512982098,56.857270221286065,59.5135117268099,55.95646210957139,NaN,NaN,NaN
1603152000,29.074,29.63,28.707,29.032,29.968500000000006,31.057596850606153,28.87940314939386,31.730658704280753,28.20634129571926,32.8197555548869,27.11724444511311,33.90885240549305,26.02814759450696,22949.067,16165.867900000032,23.662891663038284,56.33080044679869,56.0786274114122,20.310322271025285,NaN,NaN,NaN
1603198080,28.996,29.107,27.51,27.819,29.87555000000001,31.060577530270862,28.69052246972916,31.792924543978245,27.958175456021777,32.977952074249096,26.773147925750926,34.16297960451995,25.588120395480075,13943.962,16383.246200000032,14.066899211466449,50.04290101089125,51.88135972652695,-0.8208406639121577,NaN,NaN,NaN
1603238400,27.874,29.181,27.123,27.285,29.76255000000001,31.074649671328274,28.45045032867175,31.88552726820914,27.63957273179088,33.1976269395374,26.32747306046262,34.50972661086567,25.015373389134357,29842.152,16952.04875000003,10.015801825125559,39.29047274730085,47.62821310960891,-4.685091254131375,NaN,NaN,NaN
1603284480,27.243,29.057,27.243,27.828,29.698350000000005,31.070737455312866,28.325962544687144,31.91887290269621,27.4778270973038,33.29126035800907,26.105439641990937,34.66364781332193,24.733052186678076,33511.816,18257.609600000033,27.641244781466497,30.146117930230577,45.58156701538344,20.15258122417023,NaN,NaN,NaN
1603324800,27.829,29.323,27.813,28.9,29.66305000000001,31.046394840413942,28.279705159586076,31.901301951789755,27.424798048210263,33.28464679220369,26.04145320779633,34.66799163261762,24.658108367382397,33295.868,19020.901350000033,48.97443632082534,27.459694821957182,44.87009377353119,56.59103211095328,NaN,NaN,NaN
1603370880,28.932,29.326,27.81,28.156,29.46090000000001,30.751165937704183,28.170634062295836,31.548550287205362,27.373249712794657,32.838816224909536,26.082983775090483,34.12908216261371,24.792717837386306,15630.884,18360.243200000034,49.91188455986759,29.045526393631615,42.99052576846567,74.16187422171261,NaN,NaN,NaN
1603411200,28.103,30.53,27.6,28.077,29.29435000000001,30.536624658640275,28.052075341359743,31.304350397679958,27.28434960232006,32.546625056320224,26.042074943679793,33.788899714960486,24.79980028503953,47782.575,19939.54110000003,57.96668621034013,34.76282548484859,41.52500223470533,85.28479783634785,NaN,NaN,NaN
1603457280,28.119,28.343,27.123,28.025,29.16350000000001,30.39471040037833,27.93228959962169,31.15559842781213,27.17140157218789,32.386808828190446,25.940191171809573,33.61801922856877,24.708980771431253,21887.517,20465.674150000028,35.10614682132609,38.26936675315853,38.05924007016303,64.47917898634148,NaN,NaN,NaN
1603497600,28.002,28.155,27.49,27.898,28.989850000000008,30.13969626254987,27.840003737450147,30.850301252805686,27.12939874719433,32.00014751535555,25.979552484644465,33.14999377790541,24.829706222094604,14777.624,19854.21610000003,40.33321389486286,43.322268764781406,34.822205173494396,54.25053462325219,NaN,NaN,NaN
1603543680,27.899,28.041,26.4,27.145,28.78875000000001,29.89096580804291,27.68653419195711,30.572135177413422,27.0053648225866,31.67435098545632,25.9031490145437,32.77656679349922,24.8009332065008,32632.738,20236.801400000033,15.639641448155544,41.322001542562916,30.392632618348166,26.442907217218725,NaN,NaN,NaN
1603584000,27.032,28.073,26.716,27.194,28.665800000000008,29.801395861211144,27.53020413878887,30.503194103439625,26.82840589656039,31.638789964650762,25.692810035349254,32.7743858258619,24.55721417413812,38587.345,21308.952750000033,32.578590491405556,38.58936057099295,28.698699875670364,32.21068352902196,NaN,NaN,NaN
1603630080,27.106,27.313,26.15,26.733,28.530600000000003,29.725734820846633,27.335465179153374,30.46432814012985,26.596871859870156,31.65946296097648,25.401737039023526,32.85459778182311,24.206602218176894,19767.172,21703.817700000032,20.696493928636105,33.720128799121035,26.90537188085395,28.081706894026052,NaN,NaN,NaN
1603670400,26.689,32.25,26.085,31.9,28.705600000000004,30.107210587859587,27.30398941214042,30.97340593115681,26.437794068843196,32.3750165190164,25.036183480983613,33.77662710687598,23.634572893124027,80539.11,24604.619100000033,69.71807331494627,35.678693316555396,31.708777507761127,73.08023344540389,NaN,NaN,NaN
1603716480,31.904,36.657,31.904,35.45,29.076400000000007,31.0960073479763,27.056792652023713,32.34412468902565,25.808675310974362,34.363732037001945,23.789067962998068,36.383339384978235,21.769460615021778,320515.517,40210.85775000003,88.38611575116039,44.55868813819444,38.274316976652635,105.3675443356679,NaN,NaN,NaN
1603756800,35.436,37.569,32.553,33.812,29.310300000000005,31.578610849508912,27.041989150491098,32.98042695450542,25.640173045494592,35.248737804014326,23.37186219598569,37.51704865352323,21.10355134647678,145168.742,46993.99590000002,84.91453003630961,51.98890749510224,43.4305500085809,110.60939470904133,NaN,NaN,NaN
1603802880,33.793,35.7,33.2,34.205,29.5519,32.058804742905124,27.04499525709487,33.608071874020496,25.495728125979504,36.114976616925624,22.988823383074376,38.62188135983075,20.481918640169248,60330.291,49503.179450000025,79.6588611396485,62.65877744368439,46.44437352357882,97.30478105048476,NaN,NaN,NaN
1603843200,34.272,34.7,30.291,31.453,29.580250000000007,32.10522239341341,27.055277606586596,33.665655332542904,25.49484466745711,36.19062772595631,22.969872274043702,38.71560011936972,20.444899880630295,94072.25,53372.22515000003,42.78569139168781,64.35996092706476,46.27890386237581,52.07812098986543,NaN,NaN,NaN
1603889280,31.375,32.051,30.476,31.658,29.61040000000001,32.15631524603624,27.06448475396377,33.72969086808664,25.491109131913376,36.27560611412288,22.945193885877142,38.82152136015911,20.399278639840905,28382.973,54252.74965000003,36.49588271449494,66.99319239137456,47.03432992138972,20.541750818053092,NaN,NaN,NaN
1603929600,31.654,32.787,28.78,29.331,29.548750000000005,32.085740202484054,27.011759797515957,33.653600147619194,25.443899852380813,36.19059035010324,22.906909649896765,38.7275805525873,20.369919447412716,41819.555,55730.35895000002,28.336389670961427,60.096245117377094,47.54561117316801,3.5110199626108773,NaN,NaN,NaN
1603975680,29.373,30.989,29.373,29.946,29.592350000000003,32.12829939371831,27.0564006062817,33.69551611903622,25.489183880963786,36.23146551275452,22.953234487245485,38.76741490647282,20.417285093527184,35618.458,56552.78080000003,24.305321665818088,49.416112769820046,46.63267364533124,1.6447188773034807,NaN,NaN,NaN
