time,open,high,low,close,Volume,Volume MA,Green Line,Red RSI,LSMA,Energy,Pressure,K,D
1609718400,0.13656,0.13798,0.13571,0.13737,3339587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1609718760,0.13738,0.13918,0.13724,0.13816,4722830.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1609719120,0.13801,0.13855,0.13762,0.13844,2185428.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1609719480,0.13844,0.13908,0.13725,0.13811,2587420.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1609719840,0.13823,0.13827,0.1375,0.13786,1489752.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1609720200,0.13796,0.13886,0.13717,0.1375,2790160.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1609720560,0.13755,0.14,0.13735,0.1397,3379956.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1609720920,0.13968,0.14071,0.13965,0.14004,5025236.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1609721280,0.14007,0.15,0.13979,0.14457,20329455.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1609721640,0.14448,0.14525,0.14204,0.14354,5656456.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1609722000,0.14346,0.14355,0.14091,0.14225,4714292.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1609722360,0.14236,0.14271,0.1418,0.14198,2570178.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1609722720,0.14194,0.1425,0.14176,0.14238,1277810.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1609723080,0.14229,0.14586,0.14227,0.14256,5606030.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1609723440,0.14251,0.1437,0.1424,0.14353,1125118.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1609723800,0.14357,0.14368,0.14185,0.14271,1384449.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
